Query_Seq_ID,Target_Seq_ID,Align_Score,Normalize_Score,Identity,Similarity
Q9UPQ9,Q4G0J3,64.0,0.01,20.11%,33.88%
Q9UPQ9,P05455,56.0,0.01,28.57%,65.71%
Q9UPQ9,P60842,45.0,0.00,22.66%,38.66%
Q9UPQ9,Q9UBU9,60.0,0.01,17.06%,30.23%
Q9UPQ9,Q9Y6Y0,68.5,0.01,19.43%,30.67%
Q9UPQ9,Q96BK5,93.0,0.02,21.10%,36.39%
Q9UPQ9,Q96DU9,65.0,0.01,22.91%,39.58%
Q9UPQ9,Q9Y2X3,60.5,0.01,29.41%,54.90%
Q9UPQ9,P17693,57.0,0.01,22.27%,33.67%
Q9UPQ9,Q9NY12,56.5,0.01,26.04%,34.37%
Q9UPQ9,Q8TEQ6,84.5,0.00,18.41%,32.99%
Q9UPQ9,Q00839,140.5,0.02,19.48%,30.97%
Q9UPQ9,P31269,62.5,0.01,20.33%,27.11%
Q9UPQ9,Q9NV31,39.5,0.01,22.91%,43.75%
Q9UPQ9,Q96G21,46.0,0.01,21.10%,36.69%
Q9UPQ9,P07910,68.0,0.01,21.93%,35.31%
Q9UPQ9,P61978,95.5,0.01,22.81%,33.49%
Q9UPQ9,O60341,89.0,0.01,19.43%,30.21%
Q9UPQ9,P55769,41.5,0.01,20.75%,33.01%
Q9UPQ9,Q9Y4Z0,47.0,0.01,28.57%,33.33%
Q9UPQ9,Q9Y4Y9,32.0,0.01,66.66%,77.77%
Q9UPQ9,Q15233,82.0,0.01,23.49%,38.55%
Q9UPQ9,Q15788,232.0,0.02,19.13%,30.12%
Q9UPQ9,O75817,36.0,0.01,26.08%,36.23%
Q9UPQ9,Q99575,108.5,0.01,17.66%,28.63%
Q9UPQ9,P04637,68.5,0.01,21.96%,27.27%
Q9UPQ9,P17980,44.0,0.00,23.42%,36.03%
Q9UPQ9,P09874,90.0,0.01,22.12%,34.27%
Q9UPQ9,O94906,63.5,0.00,18.47%,33.42%
Q9UPQ9,Q6P2Q9,60.5,0.00,18.25%,28.72%
Q9UPQ9,Q8WXF1,98.5,0.01,25.12%,34.67%
Q9UPQ9,Q13523,94.0,0.01,18.07%,30.07%
Q9UPQ9,O43172,53.5,0.01,21.90%,31.90%
Q9UPQ9,O43447,49.5,0.01,23.23%,33.83%
Q9UPQ9,P60484,47.0,0.01,25.19%,33.58%
Q9UPQ9,O43663,84.0,0.01,21.46%,38.04%
Q9UPQ9,P11940,110.0,0.01,21.70%,37.20%
Q9UPQ9,P19338,125.0,0.02,16.80%,27.97%
Q9UPQ9,P26599,74.0,0.01,20.11%,35.50%
Q9UPQ9,P61964,68.5,0.01,21.32%,32.27%
Q9UPQ9,Q9HCJ0,2584.0,0.27,37.39%,48.34%
Q9UPQ9,O75643,60.0,0.00,17.84%,33.23%
Q9UPQ9,Q8NDV7,3155.5,0.30,38.43%,50.88%
Q9UPQ9,Q96PU8,60.0,0.01,19.20%,30.79%
Q9UPQ9,Q9UKL0,75.0,0.01,18.75%,27.23%
Q9UPQ9,Q13127,127.5,0.01,18.80%,32.94%
Q9UPQ9,O15042,98.5,0.01,29.41%,48.03%
Q9UPQ9,P31483,109.5,0.02,20.00%,30.63%
Q9UPQ9,Q13263,91.5,0.01,23.28%,32.06%
Q9UPQ9,Q13595,59.0,0.01,20.47%,31.39%
Q9UPQ9,Q9BUL9,71.5,0.02,22.63%,37.36%
Q9UPQ9,P78346,39.0,0.01,28.20%,46.15%
Q9UPQ9,P09234,76.5,0.02,23.03%,35.75%
Q9UPQ9,P08621,71.5,0.01,21.66%,32.77%
Q9UPQ9,P09661,49.5,0.01,29.09%,47.27%
Q9UPQ9,P09132,40.5,0.01,16.96%,32.14%
Q9UPQ9,O76094,66.5,0.01,28.70%,41.66%
Q9UPQ9,Q01130,63.0,0.01,21.48%,37.77%
Q9UPQ9,Q8N3U4,61.0,0.00,30.90%,45.45%
Q9UPQ9,Q07955,73.0,0.02,18.82%,29.80%
Q9UPQ9,O95793,89.5,0.01,19.26%,31.69%
Q9UPQ9,Q13285,86.5,0.01,20.80%,32.00%
Q9UPQ9,Q15022,72.5,0.01,20.29%,32.72%
Q9UPQ9,P16989,105.0,0.02,20.15%,28.40%
Q9UPQ9,P83876,46.0,0.01,16.84%,42.10%
Q9UPQ9,P09012,94.5,0.02,26.24%,34.04%
Q9UPQ9,Q96DI7,73.0,0.01,20.92%,33.42%
Q9UPQ9,P23246,219.5,0.03,21.40%,31.90%
Q9UPQ9,Q9Y3B4,43.0,0.01,26.41%,45.28%
Q9UPQ9,P62312,36.5,0.01,21.15%,42.30%
Q9UPQ9,Q5S007,68.5,0.00,21.65%,39.49%
Q9UPQ9,O95777,32.0,0.01,33.33%,50.00%
Q9UPQ9,Q9UK45,34.0,0.01,23.52%,61.76%
Q9UPQ9,Q969L4,35.5,0.01,22.22%,41.97%
Q9UPQ9,P83369,71.5,0.01,19.37%,28.77%
Q9UPQ9,Q9HCE1,53.0,0.00,19.56%,38.04%
Q9UPQ9,O00566,53.0,0.00,28.12%,50.00%
Q9UPQ9,Q9NZI8,69.0,0.01,20.95%,44.76%
Q9UPQ9,Q9Y6M1,75.5,0.01,19.47%,31.02%
Q9UPQ9,O00425,84.5,0.01,23.02%,37.41%
Q9UPQ9,Q7Z3B3,99.5,0.01,19.27%,29.77%
Q9UPQ9,O94992,102.0,0.02,19.43%,29.50%
Q9UPQ9,Q9Y333,37.0,0.01,33.33%,46.15%
Q9UPQ9,P62310,26.0,0.01,40.00%,80.00%
Q9UPQ9,O15116,41.0,0.01,25.00%,46.42%
Q9UPQ9,P04150,90.0,0.01,20.30%,34.83%
Q9UPQ9,Q92522,63.0,0.01,19.78%,32.08%
Q9UPQ9,Q9UKC9,37.5,0.00,24.24%,36.36%
Q9UPQ9,O60832,62.5,0.01,32.78%,45.90%
Q9UPQ9,P15172,75.5,0.01,19.32%,29.83%
Q9UPQ9,Q14764,54.0,0.00,25.69%,34.72%
Q9UPQ9,Q6IBM8,53.0,0.00,25.75%,45.45%
Q9UPQ9,Q8NEI3,38.5,0.01,22.93%,31.19%
Q9UPQ9,A2VCT9,36.5,0.01,20.63%,39.68%
Q9UPQ9,A0PJ92,52.0,0.01,18.87%,31.12%
Q9UPQ9,Q49AS9,85.0,0.02,22.90%,30.90%
Q9UPQ9,Q6PJX3,60.5,0.01,21.31%,37.15%
Q9UPQ9,B7ZL34,140.0,0.01,20.68%,30.13%
Q9UPQ9,Q3MI39,105.0,0.03,23.36%,31.55%
Q9UPQ9,Q6IPL9,57.5,0.02,22.22%,29.91%
Q9UPQ9,Q3B891,100.0,0.02,19.69%,31.29%
Q13148,Q9UPQ9,118.5,0.02,24.11%,34.11%
Q13148,P08579,66.5,0.04,19.80%,32.36%
Q13148,O14746,57.0,0.01,22.28%,33.14%
Q13148,Q9UHB9,67.0,0.02,27.38%,36.90%
Q13148,O75940,35.0,0.02,22.22%,41.66%
Q13148,P49458,47.0,0.04,27.11%,49.15%
Q13148,P37108,33.0,0.02,20.77%,35.06%
Q13148,P61011,60.0,0.02,20.83%,37.50%
Q13148,Q96RS0,62.5,0.01,19.00%,31.40%
Q13148,P42224,43.5,0.01,22.36%,40.78%
Q13148,O43818,42.0,0.01,34.14%,39.02%
Q13148,P10155,74.5,0.03,21.12%,32.39%
Q13148,Q9H633,36.0,0.02,19.82%,35.34%
Q13148,P19474,32.0,0.01,17.36%,35.78%
Q13148,O95707,32.5,0.02,23.28%,35.61%
Q13148,P78345,44.5,0.02,19.03%,31.48%
Q13148,P37231,41.5,0.01,18.75%,30.14%
Q13148,O43251,101.5,0.04,24.77%,51.37%
Q13148,P35268,38.5,0.03,22.77%,40.59%
Q13148,P17735,43.5,0.01,20.21%,36.70%
Q13148,O95931,31.5,0.01,22.13%,29.50%
Q13148,Q9NVP2,34.5,0.02,21.25%,36.22%
Q13148,Q9BUQ8,56.0,0.01,19.33%,37.56%
Q13148,Q92841,90.5,0.03,21.59%,35.44%
Q13148,P17844,82.0,0.03,19.53%,29.78%
Q13148,Q8IUX4,32.0,0.01,23.40%,42.55%
Q13148,Q9HCK5,45.0,0.01,17.52%,32.32%
Q13148,Q9UL18,51.0,0.01,18.53%,36.10%
Q13148,Q9H9G7,43.5,0.01,23.57%,35.00%
Q13148,P19447,42.5,0.01,19.67%,31.55%
Q13148,P35637,145.0,0.05,29.58%,44.97%
Q13148,Q15910,46.0,0.01,19.23%,32.30%
Q13148,Q15717,155.5,0.08,24.12%,42.41%
Q13148,Q01844,138.0,0.04,23.36%,33.67%
Q13148,Q96AV8,51.0,0.01,27.77%,45.55%
Q13148,P49711,38.0,0.01,26.78%,41.07%
Q13148,P38432,69.0,0.02,24.73%,40.32%
Q13148,P52943,34.0,0.02,19.44%,28.70%
Q13148,Q9UKV8,33.5,0.01,23.21%,44.64%
Q13148,Q7L014,75.0,0.02,22.54%,36.36%
Q13148,Q06787,56.5,0.02,20.16%,33.89%
Q13148,P50750,39.5,0.01,27.65%,38.29%
Q13148,P55899,36.0,0.01,22.64%,33.01%
Q13148,Q4G0J3,69.0,0.02,23.96%,38.84%
Q13148,P05455,96.0,0.04,17.36%,32.03%
Q13148,P60842,61.0,0.02,19.37%,36.04%
Q13148,Q9UBU9,47.0,0.01,20.30%,41.35%
Q13148,Q9Y6Y0,44.5,0.01,21.03%,33.73%
Q13148,Q96BK5,38.5,0.01,17.37%,28.18%
Q13148,Q96DU9,145.0,0.06,23.40%,37.58%
Q13148,Q9Y2X3,48.0,0.01,18.47%,36.41%
Q13148,P17693,35.0,0.01,20.38%,34.95%
Q13148,Q9NY12,92.5,0.05,22.50%,28.49%
Q13148,Q8TEQ6,42.0,0.01,18.03%,32.78%
Q13148,Q00839,97.0,0.03,26.28%,37.14%
Q13148,P31269,31.5,0.01,29.54%,43.18%
Q13148,Q9NV31,33.5,0.02,20.68%,43.10%
Q13148,Q96G21,29.0,0.01,31.57%,47.36%
Q13148,P07910,82.0,0.04,19.65%,34.49%
Q13148,P61978,53.5,0.02,19.94%,33.77%
Q13148,O60341,46.0,0.01,21.84%,33.61%
Q13148,P55769,43.5,0.03,33.33%,45.45%
Q13148,Q9Y4Z0,52.5,0.04,23.48%,39.59%
Q13148,Q9Y4Y9,33.5,0.03,23.72%,44.06%
Q13148,Q15233,111.0,0.04,27.40%,45.18%
Q13148,Q15788,80.0,0.01,19.13%,29.98%
Q13148,O75817,34.0,0.02,24.48%,40.81%
Q13148,Q99575,49.0,0.01,21.14%,32.57%
Q13148,P04637,44.5,0.02,20.87%,31.55%
Q13148,P17980,59.5,0.02,24.46%,32.97%
Q13148,P09874,64.5,0.01,20.68%,36.78%
Q13148,O94906,46.0,0.01,18.83%,35.06%
Q13148,Q6P2Q9,55.5,0.01,17.84%,32.29%
Q13148,Q8WXF1,110.5,0.04,19.65%,26.06%
Q13148,Q13523,45.5,0.01,20.00%,34.92%
Q13148,O43172,41.5,0.01,24.30%,36.11%
Q13148,O43447,37.0,0.02,30.76%,40.38%
Q13148,P60484,39.0,0.01,22.53%,40.84%
Q13148,O43663,78.5,0.02,18.82%,32.86%
Q13148,P11940,147.0,0.05,23.50%,44.87%
Q13148,P19338,217.0,0.07,24.30%,37.43%
Q13148,P26599,75.5,0.03,20.26%,31.05%
Q13148,P61964,42.0,0.02,19.41%,33.49%
Q13148,Q9HCJ0,110.0,0.02,26.73%,43.85%
Q13148,O75643,54.5,0.01,25.00%,36.71%
Q13148,Q8NDV7,101.5,0.02,23.35%,37.05%
Q13148,Q96PU8,45.0,0.02,28.94%,55.26%
Q13148,Q9UKL0,74.5,0.03,29.50%,36.88%
Q13148,Q13127,50.0,0.01,21.15%,40.38%
Q13148,O15042,74.5,0.02,19.14%,33.33%
Q13148,P31483,202.0,0.09,26.72%,42.04%
Q13148,Q13263,66.5,0.02,26.16%,37.38%
Q13148,Q13595,123.0,0.06,22.02%,32.15%
Q13148,Q9BUL9,44.5,0.02,27.41%,38.70%
Q13148,P78346,42.5,0.02,21.42%,34.69%
Q13148,P09234,26.0,0.01,20.68%,39.65%
Q13148,P08621,98.0,0.04,26.54%,40.74%
Q13148,P09661,42.0,0.02,23.07%,47.69%
Q13148,P09132,51.0,0.03,22.91%,40.97%
Q13148,O76094,40.5,0.01,18.64%,38.98%
Q13148,Q01130,107.0,0.06,30.97%,46.01%
Q13148,Q8N3U4,67.5,0.01,19.09%,34.62%
Q13148,Q07955,95.0,0.05,28.44%,44.95%
Q13148,O95793,40.5,0.01,19.67%,33.33%
Q13148,Q13285,40.0,0.01,20.18%,37.61%
Q13148,Q15022,79.0,0.02,37.09%,45.16%
Q13148,P16989,45.5,0.02,17.39%,31.10%
Q13148,P83876,38.5,0.02,23.52%,38.23%
Q13148,P09012,72.0,0.03,28.00%,56.00%
Q13148,Q96DI7,34.0,0.01,23.15%,35.78%
Q13148,P23246,108.0,0.03,17.52%,27.01%
Q13148,Q9Y3B4,57.0,0.04,19.58%,42.26%
Q13148,P62312,32.0,0.03,23.68%,39.47%
Q13148,Q5S007,51.5,0.00,18.18%,35.82%
Q13148,O95777,27.0,0.02,33.33%,50.00%
Q13148,Q9UK45,24.5,0.02,20.89%,31.34%
Q13148,Q969L4,49.0,0.04,24.60%,36.50%
Q13148,P83369,48.5,0.02,21.25%,35.00%
Q13148,Q9HCE1,56.0,0.01,18.15%,33.66%
Q13148,O00566,54.0,0.01,21.00%,35.15%
Q13148,Q9NZI8,63.0,0.02,22.35%,51.76%
Q13148,Q9Y6M1,78.0,0.03,21.93%,37.24%
Q13148,O00425,65.5,0.02,24.71%,46.06%
Q13148,Q7Z3B3,42.5,0.01,22.85%,31.42%
Q13148,O94992,51.0,0.02,19.91%,34.95%
Q13148,Q9Y333,32.5,0.03,34.48%,58.62%
Q13148,P62310,32.0,0.02,53.33%,60.00%
Q13148,O15116,31.0,0.02,19.10%,35.95%
Q13148,P04150,48.5,0.01,19.17%,31.86%
Q13148,Q92522,44.5,0.02,25.68%,35.77%
Q13148,Q9UKC9,36.0,0.01,37.50%,50.00%
Q13148,O60832,32.5,0.01,18.33%,34.16%
Q13148,P15172,39.5,0.02,24.65%,32.87%
Q13148,Q14764,35.5,0.01,26.21%,37.86%
Q13148,Q6IBM8,68.5,0.02,21.51%,33.46%
Q13148,Q8NEI3,47.5,0.02,20.28%,42.02%
Q13148,A2VCT9,33.5,0.02,21.53%,41.53%
Q13148,A0PJ92,50.5,0.02,19.76%,37.12%
Q13148,Q49AS9,154.0,0.08,25.09%,39.48%
Q13148,Q6PJX3,40.0,0.02,24.50%,38.23%
Q13148,B7ZL34,89.5,0.02,24.52%,35.37%
Q13148,Q3MI39,149.0,0.10,27.68%,36.72%
Q13148,Q6IPL9,43.0,0.03,30.55%,38.88%
Q13148,Q3B891,45.5,0.01,32.60%,47.82%
P08579,Q9UPQ9,73.0,0.02,24.76%,36.19%
P08579,Q13148,66.5,0.04,19.80%,32.36%
P08579,O14746,36.0,0.01,29.26%,43.90%
P08579,Q9UHB9,48.5,0.02,21.81%,36.96%
P08579,O75940,44.0,0.03,23.20%,40.79%
P08579,P49458,26.5,0.03,20.31%,35.93%
P08579,P37108,38.0,0.04,17.73%,32.62%
P08579,P61011,53.5,0.03,17.54%,32.89%
P08579,Q96RS0,46.0,0.01,47.82%,60.86%
P08579,P42224,39.5,0.01,21.59%,43.18%
P08579,O43818,36.5,0.02,20.32%,32.08%
P08579,P10155,55.5,0.03,19.76%,38.95%
P08579,Q9H633,39.5,0.04,29.72%,43.24%
P08579,P19474,39.5,0.02,17.28%,37.03%
P08579,O95707,37.0,0.03,50.00%,78.57%
P08579,P78345,40.5,0.03,20.86%,36.52%
P08579,P37231,41.5,0.02,19.53%,34.37%
P08579,O43251,106.5,0.06,27.02%,39.86%
P08579,P35268,28.0,0.03,23.25%,39.53%
P08579,P17735,40.5,0.02,41.37%,48.27%
P08579,O95931,37.5,0.03,18.14%,31.04%
P08579,Q9NVP2,35.0,0.03,25.80%,40.32%
P08579,Q9BUQ8,61.0,0.02,23.39%,39.76%
P08579,Q92841,35.5,0.01,18.18%,30.68%
P08579,P17844,43.5,0.02,20.00%,40.00%
P08579,Q8IUX4,33.5,0.02,40.90%,45.45%
P08579,Q9HCK5,46.0,0.01,26.31%,36.84%
P08579,Q9UL18,53.0,0.02,20.12%,30.03%
P08579,Q9H9G7,42.0,0.01,23.00%,36.28%
P08579,P19447,46.5,0.02,25.49%,49.01%
P08579,P35637,80.0,0.04,23.00%,46.00%
P08579,Q15910,53.5,0.02,22.72%,34.41%
P08579,Q15717,111.0,0.07,17.66%,32.66%
P08579,Q01844,75.0,0.03,22.58%,41.12%
P08579,Q96AV8,44.0,0.01,21.48%,35.55%
P08579,P49711,47.5,0.02,21.47%,36.24%
P08579,P38432,63.5,0.03,24.42%,40.45%
P08579,P52943,31.5,0.02,44.44%,50.00%
P08579,Q9UKV8,48.5,0.02,18.82%,28.45%
P08579,Q7L014,41.0,0.01,18.60%,34.10%
P08579,Q06787,54.5,0.02,22.47%,38.76%
P08579,P50750,36.0,0.02,25.86%,41.37%
P08579,P55899,28.0,0.01,35.29%,50.00%
P08579,Q4G0J3,71.5,0.03,23.89%,40.88%
P08579,P05455,80.5,0.05,22.22%,38.22%
P08579,P60842,42.5,0.02,19.83%,41.32%
P08579,Q9UBU9,48.0,0.02,25.33%,40.00%
P08579,Q9Y6Y0,39.5,0.01,21.64%,35.07%
P08579,Q96BK5,49.0,0.03,25.00%,32.00%
P08579,Q96DU9,119.0,0.07,20.08%,39.28%
P08579,Q9Y2X3,63.0,0.03,18.80%,37.60%
P08579,P17693,45.5,0.03,25.86%,43.10%
P08579,Q9NY12,40.5,0.03,24.78%,31.62%
P08579,Q8TEQ6,43.0,0.01,20.26%,33.98%
P08579,Q00839,47.5,0.02,18.75%,27.34%
P08579,P31269,40.5,0.03,25.00%,37.50%
P08579,Q9NV31,28.5,0.02,23.91%,39.13%
P08579,Q96G21,42.0,0.03,19.19%,39.39%
P08579,P07910,60.0,0.04,26.58%,45.56%
P08579,P61978,38.0,0.02,16.32%,27.04%
P08579,O60341,56.0,0.02,19.36%,33.09%
P08579,P55769,29.0,0.03,22.78%,35.44%
P08579,Q9Y4Z0,34.5,0.03,20.51%,37.17%
P08579,Q9Y4Y9,27.0,0.03,25.58%,39.53%
P08579,Q15233,69.5,0.04,19.38%,45.91%
P08579,Q15788,64.0,0.02,21.15%,36.53%
P08579,O75817,30.5,0.03,45.45%,54.54%
P08579,Q99575,43.5,0.01,20.65%,33.69%
P08579,P04637,36.5,0.02,19.80%,38.61%
P08579,P17980,47.0,0.02,18.99%,30.56%
P08579,P09874,52.0,0.02,23.65%,45.16%
P08579,O94906,38.0,0.01,16.17%,29.41%
P08579,Q6P2Q9,49.5,0.01,30.00%,43.75%
P08579,Q8WXF1,69.5,0.03,21.42%,34.41%
P08579,Q13523,50.0,0.02,25.00%,43.00%
P08579,O43172,52.5,0.02,20.66%,36.66%
P08579,O43447,31.0,0.02,46.66%,60.00%
P08579,P60484,39.5,0.02,17.24%,35.63%
P08579,O43663,62.0,0.03,18.71%,33.33%
P08579,P11940,103.5,0.05,22.16%,40.00%
P08579,P19338,124.5,0.06,20.67%,37.21%
P08579,P26599,141.5,0.07,22.94%,41.55%
P08579,P61964,60.5,0.04,32.72%,45.45%
P08579,Q9HCJ0,52.5,0.01,27.86%,39.34%
P08579,O75643,45.0,0.01,15.61%,32.91%
P08579,Q8NDV7,72.0,0.02,21.96%,30.30%
P08579,Q96PU8,54.5,0.03,22.22%,38.51%
P08579,Q9UKL0,56.5,0.03,21.90%,32.38%
P08579,Q13127,51.5,0.01,28.57%,38.09%
P08579,O15042,105.0,0.04,22.26%,36.98%
P08579,P31483,137.5,0.08,20.90%,38.63%
P08579,Q13263,32.5,0.01,29.72%,37.83%
P08579,Q13595,84.5,0.06,31.81%,57.57%
P08579,Q9BUL9,38.0,0.03,18.57%,27.85%
P08579,P78346,43.0,0.03,37.93%,51.72%
P08579,P09234,48.5,0.04,26.44%,32.23%
P08579,P08621,75.0,0.04,21.18%,40.67%
P08579,P09661,69.5,0.05,19.44%,31.74%
P08579,P09132,30.5,0.03,24.00%,40.00%
P08579,O76094,58.5,0.02,20.93%,30.69%
P08579,Q01130,92.5,0.08,15.71%,35.23%
P08579,Q8N3U4,59.0,0.02,21.27%,35.74%
P08579,Q07955,66.0,0.05,25.00%,51.08%
P08579,O95793,57.0,0.03,19.31%,31.75%
P08579,Q13285,58.0,0.03,27.16%,39.50%
P08579,Q15022,52.5,0.02,24.63%,37.68%
P08579,P16989,41.0,0.02,40.00%,44.00%
P08579,P83876,28.0,0.02,41.66%,66.66%
P08579,P09012,789.5,0.59,56.47%,69.06%
P08579,Q96DI7,27.5,0.01,20.45%,40.90%
P08579,P23246,81.0,0.03,18.78%,40.10%
P08579,Q9Y3B4,113.5,0.12,28.84%,50.00%
P08579,P62312,29.0,0.04,28.57%,57.14%
P08579,Q5S007,41.5,0.01,22.38%,37.31%
P08579,O95777,28.0,0.03,25.00%,43.75%
P08579,Q9UK45,39.0,0.04,42.85%,71.42%
P08579,Q969L4,28.0,0.03,21.66%,46.66%
P08579,P83369,48.0,0.03,22.50%,30.00%
P08579,Q9HCE1,43.5,0.01,19.70%,34.48%
P08579,O00566,66.5,0.03,31.63%,45.91%
P08579,Q9NZI8,64.0,0.03,17.05%,33.64%
P08579,Q9Y6M1,64.5,0.03,17.05%,34.56%
P08579,O00425,62.5,0.03,16.58%,31.33%
P08579,Q7Z3B3,52.0,0.02,18.81%,34.94%
P08579,O94992,37.0,0.02,26.92%,42.30%
P08579,Q9Y333,26.5,0.03,41.37%,55.17%
P08579,P62310,32.5,0.04,20.73%,41.46%
P08579,O15116,29.0,0.03,15.26%,32.82%
P08579,P04150,70.5,0.03,23.14%,40.74%
P08579,Q92522,45.0,0.04,18.51%,38.51%
P08579,Q9UKC9,41.5,0.02,25.00%,35.00%
P08579,O60832,49.5,0.02,25.00%,44.64%
P08579,P15172,46.5,0.03,21.08%,36.73%
P08579,Q14764,38.5,0.01,23.52%,48.52%
P08579,Q6IBM8,38.5,0.01,19.35%,33.87%
P08579,Q8NEI3,57.5,0.04,22.48%,37.98%
P08579,A2VCT9,34.0,0.02,54.54%,81.81%
P08579,A0PJ92,38.0,0.02,28.57%,51.42%
P08579,Q49AS9,90.0,0.07,19.68%,34.57%
P08579,Q6PJX3,40.5,0.03,29.23%,43.07%
P08579,B7ZL34,50.0,0.02,28.72%,35.10%
P08579,Q3MI39,31.0,0.02,23.52%,55.88%
P08579,Q6IPL9,50.5,0.06,21.50%,35.48%
P08579,Q3B891,56.0,0.03,19.44%,32.14%
O14746,Q9UPQ9,81.5,0.01,21.54%,31.49%
O14746,Q13148,57.0,0.01,22.28%,33.14%
O14746,P08579,36.0,0.01,29.26%,43.90%
O14746,Q9UHB9,77.5,0.01,18.33%,33.70%
O14746,O75940,39.5,0.01,18.68%,37.36%
O14746,P49458,28.5,0.01,21.42%,33.33%
O14746,P37108,34.0,0.01,22.65%,36.71%
O14746,P61011,44.0,0.01,21.29%,37.96%
O14746,Q96RS0,45.5,0.00,19.26%,35.77%
O14746,P42224,67.5,0.01,18.93%,32.10%
O14746,O43818,45.5,0.01,23.03%,32.12%
O14746,P10155,51.5,0.01,22.31%,41.32%
O14746,Q9H633,43.0,0.01,26.36%,32.72%
O14746,P19474,49.5,0.01,23.05%,32.39%
O14746,O95707,69.0,0.02,19.40%,32.83%
O14746,P78345,55.0,0.01,23.03%,36.12%
O14746,P37231,54.5,0.01,18.79%,32.89%
O14746,O43251,47.0,0.01,21.45%,30.54%
O14746,P35268,34.5,0.01,21.27%,32.62%
O14746,P17735,55.0,0.01,21.07%,34.52%
O14746,O95931,57.0,0.02,24.19%,38.70%
O14746,Q9NVP2,32.0,0.01,32.35%,35.29%
O14746,Q9BUQ8,49.0,0.00,36.00%,40.00%
O14746,Q92841,71.5,0.01,26.81%,34.05%
O14746,P17844,52.5,0.01,17.99%,29.93%
O14746,Q8IUX4,72.5,0.02,19.55%,31.68%
O14746,Q9HCK5,65.5,0.01,21.63%,36.32%
O14746,Q9UL18,79.0,0.01,18.66%,31.89%
O14746,Q9H9G7,78.0,0.01,19.67%,30.65%
O14746,P19447,55.5,0.01,18.78%,35.35%
O14746,P35637,51.5,0.01,23.23%,42.42%
O14746,Q15910,56.5,0.01,19.91%,28.86%
O14746,Q15717,50.5,0.01,18.13%,31.44%
O14746,Q01844,79.5,0.01,25.88%,35.29%
O14746,Q96AV8,81.5,0.01,21.78%,28.66%
O14746,P49711,55.5,0.01,21.60%,29.59%
O14746,P38432,51.0,0.01,23.45%,31.48%
O14746,P52943,51.0,0.01,18.43%,24.02%
O14746,Q9UKV8,71.0,0.01,25.40%,41.80%
O14746,Q7L014,79.5,0.01,19.05%,33.20%
O14746,Q06787,53.5,0.01,21.17%,37.38%
O14746,P50750,49.0,0.01,18.86%,30.23%
